t,x1,x2,x3,x4,x5,s,u,P,S
0.0,10.0,0.1,0.1,0.1,0.1,24.6,3.0000000268066724,0.5200000046464898,0.07507396449704096
0.1,8.142436142992725,0.09648203680875332,0.09246680553919552,0.09471800895731693,0.09535729164137981,26.47853971406063,3.000000026738253,0.4260730180944512,0.0864844862795997
0.2,6.631503270468766,0.09193385567957746,0.08582599752079831,0.0902660852773168,0.09167328000424099,28.008797511049302,3.0000000250873637,0.3495601273707157,0.09959112595189423
0.30000000000000004,5.405806552644487,0.08679667822740549,0.07994964442836607,0.08648987101691243,0.08875183380966432,29.252205419873164,2.98398652518194,0.2858556929435377,0.11457150241986824
0.4,4.4326095075162595,0.08176814819828736,0.07508364811236919,0.08366892442446217,0.0868619329080865,30.240007838840533,2.8773624935209305,0.22827038189956472,0.13163967425068857
0.5,3.685979553421785,0.07758821502523279,0.07162572398484533,0.08230577240543999,0.0865326017011633,30.99596813346153,2.702207398918883,0.1803287422544538,0.15097134927517641
0.6000000000000001,3.1274156531283026,0.07468121027070186,0.06979386946237927,0.08276894204625726,0.08819075597291907,31.557149569119442,2.4769717100797686,0.14213071865545146,0.1727306001812129
0.7000000000000001,2.7191647513978605,0.07329308281710244,0.06974475817378409,0.08540815260188359,0.09227747848068686,31.96011177652868,2.2174214956967435,0.11234522485401142,0.19706019444782197
0.8,2.4295107288284523,0.07359760237856039,0.07165679769591922,0.09064774019401177,0.09934811932891832,32.23523901157414,1.9372643894654056,0.08926788347100996,0.22406648853078037
0.9,2.2339642178587797,0.07577127010491631,0.07579098668078071,0.09907074168561666,0.11017041586227645,32.40523236780763,1.6484974706879107,0.071291131311533,0.25379931206520057
1.0,2.114684067218022,0.08004509614464946,0.0825415730790712,0.11150604625104159,0.12583462396643905,32.48538859334078,1.3617218470694867,0.05707002148896663,0.28622744118367416
1.1,2.059327614460342,0.08674214682118421,0.09248588027946016,0.1291300890061227,0.14788931094624258,32.48442495848665,1.0861814705844408,0.04553951663260814,0.32121145136053764
1.2000000000000002,2.0598418153876894,0.09630650084471369,0.10643869773744505,0.1535914163779401,0.17851370449765835,32.405307865154555,0.8299460293588969,0.03589090724539563,0.358476559404464
1.3,2.1113563644157893,0.10932552352344922,0.12551273370652222,0.18716219838335904,0.22073292970062916,32.245910250270256,0.5998630363386037,0.027534610660365208,0.397590284238136
1.4000000000000001,2.2111838723280037,0.12654340187363186,0.1511815709997311,0.23291274475842885,0.27867224556744624,31.999506164472763,0.40163322073853996,0.02008496671614902,0.4379506347116834
1.5,2.357855354615609,0.14885907790039193,0.18533378202810222,0.29488998201183386,0.3578256600284801,31.655236143415586,0.23978452571347814,0.013367043582911306,0.4787917455686478
1.6,2.550122346154391,0.17729790193297384,0.23029735426360942,0.3782582508179841,0.46528106624746174,31.198743080583583,0.11765650645260026,0.007454043487788489,0.5192127665533682
1.7000000000000002,2.785868112399955,0.2129421094659947,0.2888003570386735,0.4893262717261569,0.6097919389972385,30.613271210371984,0.03742328326965538,0.0027360965686900308,0.5582328389414128
1.8,3.0609453064156202,0.25680579864504993,0.36382372926055334,0.6353483985265987,0.8015278461861388,29.881548920966043,8.932783356435275e-8,7.62033576825379e-9,0.5948699056525909
1.9000000000000001,3.368934356489662,0.3097314578448144,0.45842826039127577,0.8241970159194798,1.0515904356420334,28.987118473712737,2.2756963804967053e-9,2.2805821209545725e-10,0.6282382246436542
2.0,3.7075297651038754,0.3729400400495698,0.5765424819430889,1.0657168674229305,1.3736039407163438,27.903666904764194,3.2916959665769655e-9,3.893161837845724e-10,0.6576547505700989
2.1,4.07959686172957,0.4482440431979362,0.7233260904371057,1.3723364469144512,1.7842876111576838,26.592208946563254,2.1523217303945997e-8,3.0160452314882028e-9,0.6826436285539197
2.2,4.4841542497424545,0.5371714303855867,0.9037455615383282,1.7561552720674944,2.2992875421231918,25.019485944142946,0.017088702792195667,0.0028425673068978763,0.703006155979753
2.3000000000000003,4.912317879452365,0.6402082193277254,1.1209222506109855,2.2250106479082934,2.9273717193446123,23.17416928335602,0.06083414944315301,0.011990239218429153,0.71886091338942
2.4000000000000004,5.350766411388512,0.7567693849221262,1.3753896109727095,2.7798753184545406,3.666282504176435,21.07091677008568,0.12352912578654862,0.028677457906656528,0.7306225937425375
2.5,5.786173391326202,0.8854159437262568,1.664692997301454,3.412889835082771,4.499755117821708,18.75107271474161,0.196587109394032,0.05323882742937939,0.7389266503592371
2.6,6.207054404347106,1.0238991468933483,1.982756388030008,4.105339036384397,5.395287537773103,16.28566348657204,0.2715039142208538,0.08468359359069895,0.7445362336514783
2.7,6.605126486976868,1.169231120088394,2.319523682480301,4.827133438180367,6.305133308203388,13.773851964070683,0.341119902264271,0.12067769239105264,0.7482386600496531
2.8000000000000003,6.975458825820942,1.3176696900097198,2.660979359623674,5.53858702666745,7.171522785541095,11.33578231233712,0.40102220966003116,0.15816461444970933,0.750746477795974
2.9000000000000004,7.315196840207799,1.4645997608965913,2.989884821127386,6.195246119775289,7.936124516438824,9.098947941554112,0.45025169512017227,0.19436654324518485,0.7526181279532429
3.0,7.6215152670520405,1.604551719408945,3.2878860886511823,6.756003426006124,8.55211432498827,7.17792917389344,0.4909357488234207,0.22764748624721456,0.7542146038920204
3.1,7.890420096307893,1.7318694231630647,3.539447513540706,7.193040837116037,8.99519903502121,5.6500230948510906,0.5261979144410209,0.2573982772730247,0.7557069114860417
3.2,8.117910560946267,1.8422709890070623,3.7365073094780867,7.49935890473671,9.268551593931933,4.535400641899941,0.55792525155332,0.28328282100565144,0.7571335611784191
3.3000000000000003,8.303031225983766,1.934516666592617,3.8808937769717367,7.688902971539932,9.398369516144742,3.7942858427672097,0.5858698230175375,0.304708103840564,0.7584787231750787
3.4000000000000004,8.44988212657965,2.0107330518601936,3.9823091463931934,7.788522490162202,9.42209952014316,3.346453664861602,0.6091655214509858,0.3213708176502921,0.7597284242549346
3.5,8.56607511344076,2.074966129705623,4.053248198580759,7.826866867804843,9.375796710148826,3.10304698031919,0.6284787800423061,0.3341093020145958,0.7608869430454305
3.6,8.658672606678303,2.1311585520697256,4.104386030643436,7.826402831311566,9.28625958985388,2.993120389443089,0.6470833092607805,0.34518529295850947,0.7619699057848796
3.7,8.7304736863065,2.181836313641142,4.142451121674645,7.800655006463437,9.168981122677804,2.9756027492364727,0.6706475157178283,0.3579513743097568,0.7629963760630897
3.8000000000000003,8.77822534206426,2.2277733939945032,4.170273820095295,7.755195025904852,9.0298789390817,3.0386534788593886,0.7060697586023807,0.37611567037981325,0.763987634922303
3.9000000000000004,8.792697893709558,2.268259825494605,4.187904803716387,7.690270678837296,8.868596650324186,3.1922701479179683,0.7599228218876045,0.4028569971172129,0.7649699418522194
4.0,8.760313263643877,2.3016177251894474,4.194044207533309,7.603858043369955,8.682227313666262,3.4579394465971496,0.8363442208073174,0.4396670009365488,0.7659765835438053
4.1000000000000005,8.666317181621642,2.325811116173648,4.187438352004235,7.494606117707092,8.468961786607245,3.856865445886135,0.9349387004586762,0.4852820291372152,0.7670453347723909
4.2,8.499242867011022,2.339101347353853,4.168023131287445,7.36417416875122,8.231027743071154,4.398430742525306,1.0496028422342474,0.5353249011578934,0.7682092798429107
4.3,8.255615305787865,2.3407301046908575,4.137667877065548,7.21846152700446,7.976155811633502,5.071369373817767,1.1691044524004892,0.5831615886553215,0.7694825730962142
4.4,7.94294796531417,2.3315130493669,4.10043370518341,7.067451924544591,7.717099458414448,5.84055389717648,1.2796323201658506,0.6218894945217854,0.7708472869975449
4.5,7.5794764194137,2.314153193757922,4.062408811980591,6.924000100743587,7.4696454716692,6.650316002435,1.367790891419395,0.6462739924414598,0.7722492593101673
4.6000000000000005,7.1907157934885,2.2931278477103665,4.031250605000349,6.802241242337513,7.250169319947225,7.432495191516044,1.4231069623064083,0.6538584671061484,0.7736070398834485
4.7,6.804541396891834,2.274196968369988,4.015582622526714,6.716206731636758,7.073676820381116,8.115795460193588,1.4390555648889787,0.6447977358436994,0.7748313496527615
4.800000000000001,6.446839677644418,2.2637542554402232,4.024384287801461,6.6788798784632935,6.952690779978705,8.633451120671898,1.4131727162120316,0.6210081249489565,0.7758479821836926
4.9,6.138853430363022,2.268226452651512,4.066407216015965,6.701520857365424,6.8967136909703495,8.928278352633725,1.3466438186731742,0.5851553799765564,0.776617129239811
5.0,5.896302526530223,2.2936134494656732,4.149562267346387,6.792938802892653,6.911793566648699,8.955789387116363,1.2438342771559519,0.5399113646962249,0.7771448930683874
5.1000000000000005,5.729612280799957,2.3450776077860107,4.280039719449144,6.9582335385676455,6.999643757826872,8.68739309557037,1.1121390045283528,0.4877212741539705,0.7774855459343223
5.2,5.644427281724946,2.426378615707461,4.460843450571918,7.196602275135564,7.15598025701121,8.115768119848898,0.9618237505109832,0.43096487894289787,0.7777343696804945
5.300000000000001,5.641676230405447,2.5388882724648543,4.689456680293019,7.498098609445783,7.3681401690203225,7.263740038370572,0.805979538611398,0.37258096677799796,0.7780106399124481
5.4,5.716725114425208,2.6800280433169634,4.954840707121529,7.840183317584775,7.612935149950666,6.195287667600856,0.6597730353100975,0.3167428747796863,0.7784299610846676
5.5,5.857764989026092,2.841496629759148,5.235285809725875,8.186749791332613,7.857074024489957,5.021628755666315,0.5384519208536076,0.2690318596762337,0.7790679762463695
5.6000000000000005,6.044633856978349,3.0087332646363683,5.500350276770405,8.493715676846435,8.063033350980772,3.8895335737876695,0.45351765285875945,0.23515242854928423,0.7799274755127636
5.7,6.250698030898387,3.1639838392623134,5.719780914939454,8.722901631992487,8.200677338738066,2.9419582441692924,0.40788264906031074,0.21793198325090474,0.7809340441741643
5.800000000000001,6.450026320332566,3.293412572819132,5.876362012685654,8.857575707628735,8.25866318869412,2.2639601978397943,0.3938519491596739,0.2148858847308244,0.7819777243409937
